"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","ESU_DPS_COMMONNAME","COMMONNAME","RUN","MAJORPOPGROUP","WATERBODY","final_abundance","datasource","final_abundance_data_type","METHODNUMBER","CONTACTAGENCY","SUBMITAGENCY","LASTUPDATED","ID","PROTMETHNAME"
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2011,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",50,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/05/09 12:00:00","29097445-5056-8E43-35A7-2F919BB81527",NA
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2012,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",65,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/05/09 12:00:00","290990CD-5056-8E43-3581-C99D8E631B3B",NA
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2013,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",167,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/05/09 12:00:00","2909AECF-5056-8E43-350C-00C80382B5C2",NA
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2014,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",122,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/05/09 12:00:00","2909CD82-5056-8E43-3566-06C942D0A10F",NA
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2015,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",176,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/05/09 12:00:00","2909EE1D-5056-8E43-3506-3717FA019198",NA
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2016,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",47,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/05/09 12:00:00","290A0EB7-5056-8E43-3521-E0B3A69F3987",NA
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2017,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",21,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2018/10/05 12:00:00","26DD0F91-5056-8E43-355E-DC897D3E6511",NA
"Salmon, chum (Columbia River ESU)","Upper Gorge Tributaries - fall Chum salmon",2018,"Lower Columbia chum","Chum salmon","Fall","Gorge","Upper Gorge Tributaries",180,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/04/24 09:00:59","3808FEC8-1316-405A-83CE-002D8D4F6C51",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2002,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",3145,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/10/18 12:00:00","1AA014AD-C44F-1EFF-7B53-F83AFAE17393",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2003,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",2932,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2017/10/18 12:00:00","1AA03BAF-D5D4-F97A-3DD3-ED617876CA79",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2004,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",2324,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:21","1AA06291-9FD3-2E79-7BA9-3F682F5EFFBB",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2005,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",902,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:22","1A7BD008-C36A-2C52-60B8-03CAFE55D7F8",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2006,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",869,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:23","1A7BF7D5-9389-0009-0DFA-ECBFE2217431",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2007,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",576,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:24","1A7C1E37-E8A2-58BB-D111-5F67B2C4650B",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2008,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",644,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:24","1A7C43B0-F763-20C7-D8C9-6039CDF33784",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2009,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",1118,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:25","1A7C6B46-B8B6-C201-10BA-46D3EAED117D",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2010,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",2148,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:26","1AA08AEE-CF22-D8B8-BE06-D98B1A672EAD",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2011,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",4801,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:26","1B06E482-D858-1BCF-BC73-D5B52142B100",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2012,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",2498,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:27","1B070B80-A423-58B8-8138-52A4CDCEFC58",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2013,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",1364,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:28","1B07338A-FDB7-B775-3FF2-CD822ED35D85",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2014,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",1387,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:29","4EDCC244-CD7F-3C2F-F48E-47E22D622F73",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2015,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",4694,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:29","15334692-5056-8E43-35EB-9D75281B7820",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2016,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",5062,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:30","B67ECF5C-5056-8E43-35BC-17B182639E19",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2017,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",1570,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:31","26E6B470-5056-8E43-3552-06DFBD328BF7",NA
"Salmon, chum (Columbia River ESU)","Washougal River - fall Chum salmon",2018,"Lower Columbia chum","Chum salmon","Fall","Cascade","Washougal River",2484,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2020/06/04 11:03:31","D489BAFD-1B5E-45CA-B915-2EAECA083F2F",NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",1999,"Hood Canal summer chum","chum","summer","-","-",2470,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2000,"Hood Canal summer chum","chum","summer","-","-",8281,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2001,"Hood Canal summer chum","chum","summer","-","-",7204,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2002,"Hood Canal summer chum","chum","summer","-","-",6859,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2003,"Hood Canal summer chum","chum","summer","-","-",27335,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2004,"Hood Canal summer chum","chum","summer","-","-",60374,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2005,"Hood Canal summer chum","chum","summer","-","-",11348,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2006,"Hood Canal summer chum","chum","summer","-","-",21389,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2007,"Hood Canal summer chum","chum","summer","-","-",9376,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2008,"Hood Canal summer chum","chum","summer","-","-",13573,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2009,"Hood Canal summer chum","chum","summer","-","-",6570,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2010,"Hood Canal summer chum","chum","summer","-","-",11294,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2011,"Hood Canal summer chum","chum","summer","-","-",6568,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2012,"Hood Canal summer chum","chum","summer","-","-",26501,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2013,"Hood Canal summer chum","chum","summer","-","-",19965,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2014,"Hood Canal summer chum","chum","summer","-","-",26598,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2015,"Hood Canal summer chum","chum","summer","-","-",31259,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2016,"Hood Canal summer chum","chum","summer","-","-",46035,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2017,"Hood Canal summer chum","chum","summer","-","-",55446,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2018,"Hood Canal summer chum","chum","summer","-","-",12194,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal - summer chum salmon",2019,"Hood Canal summer chum","chum","summer","-","-",7344,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",1999,"Hood Canal summer chum","chum","summer","-","-",155,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2000,"Hood Canal summer chum","chum","summer","-","-",507,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2001,"Hood Canal summer chum","chum","summer","-","-",1483,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2002,"Hood Canal summer chum","chum","summer","-","-",4221,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2003,"Hood Canal summer chum","chum","summer","-","-",4283,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2004,"Hood Canal summer chum","chum","summer","-","-",5794,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2005,"Hood Canal summer chum","chum","summer","-","-",6001,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2006,"Hood Canal summer chum","chum","summer","-","-",6375,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2007,"Hood Canal summer chum","chum","summer","-","-",3019,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2008,"Hood Canal summer chum","chum","summer","-","-",3011,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2009,"Hood Canal summer chum","chum","summer","-","-",2660,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2010,"Hood Canal summer chum","chum","summer","-","-",5925,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2011,"Hood Canal summer chum","chum","summer","-","-",4063,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2012,"Hood Canal summer chum","chum","summer","-","-",4981,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2013,"Hood Canal summer chum","chum","summer","-","-",12042,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2014,"Hood Canal summer chum","chum","summer","-","-",7181,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2015,"Hood Canal summer chum","chum","summer","-","-",15664,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2016,"Hood Canal summer chum","chum","summer","-","-",9076,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2017,"Hood Canal summer chum","chum","summer","-","-",2113,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2018,"Hood Canal summer chum","chum","summer","-","-",1567,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Hood Canal summer-run ESU)","Strait of Juan de Fuca - summer chum salmon",2019,"Hood Canal summer chum","chum","summer","-","-",4830,"Raw data for pops not in CA_11.10.2020.csv",NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2010,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",3199,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:39:55","1ADD15C0-C89A-82CC-E8E7-DC3C4D45058B","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2011,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",2356,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:39:55","1AE12960-932F-DB11-0367-FAB58356A3F1","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2012,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",2587,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:39:56","1AD71D72-C05B-B627-B650-D9B73576B24D","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2013,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",3501,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:39:58","23D68D51-5056-8E43-35F5-BDFD2D94F6D4",NA
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2014,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",4692,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:39:59","23D74FED-5056-8E43-35AF-643B7DBE2F80",NA
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2015,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",803,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:00","23D80885-5056-8E43-35BF-B790FA9AB5BB",NA
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2016,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",2654,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:01","2C26CC5A-3452-4355-B433-AF15A01D9780",NA
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2017,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",2156,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:02","C1599AD7-81E8-4167-A98A-5295AE3B2897",NA
"Salmon, coho (Lower Columbia River ESU)","Coweeman River - late Coho salmon",2018,"Lower Columbia coho","Coho salmon","Late","Cascade","Coweeman River",3036,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:03","2CF2A42F-4049-4043-9500-4B96946F741A",NA
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2010,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",1458,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:11","1ADD3C8D-E300-4119-0FD6-8D043D02C12A","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2011,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",1493,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:04","1AE15058-B2C5-1E66-606D-AB966D4569AF","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2012,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",2179,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:05","1AD7443B-9556-3F48-5F23-162DEEFE85F3","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2013,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",2324,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:06","23D8C37F-5056-8E43-35DD-047A47449A68",NA
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2014,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",1868,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:07","23D8D3C2-5056-8E43-3541-6D71FCAB0BE9",NA
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2015,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",347,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:08","23D8E3F7-5056-8E43-3513-09B3AD5CD763",NA
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2016,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",414,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:09","D583EC46-F82D-4CD1-8E14-E937A452EE55",NA
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2017,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",910,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:10","1B939C67-5399-49F5-B509-149D4631FA7E",NA
"Salmon, coho (Lower Columbia River ESU)","East Fork Lewis River - early and late Coho salmon",2018,"Lower Columbia coho","Coho salmon","Both early & late","Cascade","East Fork Lewis River",1532,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:10","7A81E793-D215-4DFC-AD65-14E85CA069FD",NA
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2010,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",603,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:38","1AECBE14-00D3-E1B8-90E0-3D82C2292831","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2011,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",551,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:37","1AECE4DE-9B80-1F44-8061-DD523F035406","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2012,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",367,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:36","1AED0BEF-F50E-EA2C-4E6A-C59AD29870AA","LCR VSP monitoring protocols for Chinook and coho"
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2013,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",650,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:30","23D8F3C3-5056-8E43-3578-0F188CD01BE0",NA
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2014,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",2572,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:41:27","23D9039D-5056-8E43-35A1-4853F466AA1D",NA
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2015,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",204,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:34","23D91300-5056-8E43-359D-4F192474587B",NA
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2016,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",589,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:33","14EE22F7-59B7-4983-8385-3932277BF5D0",NA
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2017,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",780,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:32","202213DD-1E2D-4A24-9C39-94BA01D2D27C",NA
"Salmon, coho (Lower Columbia River ESU)","Elochoman River - late Coho salmon",2018,"Lower Columbia coho","Coho salmon","Late","Coast","Elochoman/Skamokawa",944,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:40:31","2E161B10-ED00-4B0A-9E80-DC097A477546",NA
"Salmon, coho (Lower Columbia River ESU)","Grays and Chinook Rivers - late Coho salmon",2010,"Lower Columbia coho","Coho salmon","Late","Coast","Grays River",269,"Coordinated_Assessments","NOSAEJ",1,"Washington Department of Fish and Wildlife","WDFW","2019/11/13 11:41:36","1ADCEE87-A81B-9CBF-D9A7-7F143745D168","LCR VSP monitoring protocols for Chinook and coho"
