Stock Number,Population Name,Species,Year,Recovery Goal,Goal Type,Goal Type Description,Comments,Last Updated
3645,Elochoman/Skamokawa Coho,Coho,2010,2400,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3666,Mill/Abernathy/Germany Creeks Coho,Coho,2010,1800,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3700,Coweeman Coho,Coho,2010,1200,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3720,South Fork Toutle Coho,Coho,2010,1900,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3740,Kalama Coho,Coho,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3031,North Fork Lewis Coho,Coho,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3760,East Fork Lewis Coho,Coho,2010,2000,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3770,Salmon Creek Coho,Coho,2010,50,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
3780,Washougal Coho,Coho,2010,1500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6658,Grays/Chinook Winter Steelhead,Steelhead,2010,800,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6668,Elochoman/Skamokawa Winter Steelhead,Steelhead,2010,600,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6682,Mill/Abernathy/Germany Creeks Winter Steelhead,Steelhead,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6707,Coweeman Winter Steelhead,Steelhead,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6714,North Fork Toutle Winter Steelhead,Steelhead,2010,600,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6721,South Fork Toutle Winter Steelhead,Steelhead,2010,600,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6735,Kalama Summer Steelhead,Steelhead,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6742,Kalama Winter Steelhead,Steelhead,2010,600,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6749,North Fork Lewis Winter Steelhead,Steelhead,2010,400,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6756,North Fork Lewis Summer Steelhead,Steelhead,2010,150,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6763,East Fork Lewis Summer Steelhead,Steelhead,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6770,East Fork Lewis Winter Steelhead,Steelhead,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6777,Salmon Creek Winter Steelhead,Steelhead,2010,50,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6784,Washougal Summer Steelhead,Steelhead,2010,500,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6791,Washougal Winter Steelhead,Steelhead,2010,350,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6805,Wind River (Upper Gorge) Summer Steelhead,Steelhead,2010,1000,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
6896,Wenatchee Summer Steelhead,Steelhead,2007,1000,Recovery,"Recovery goals defined and developed in one of the following ways:  1) minimum abundance thresholds based on intrinsic potential of historic habitat, locations and classifications of spawning areas, and abundance and productivity relationships that would result in a low (=5%) extinction risk within 100 years, and are associated with minimum productivity thresholds;  2) abundance goals developed to meet specific viability conditions as described in ESU, DPS, or regional recovery plans.",,
6903,Entiat Summer Steelhead,Steelhead,2007,500,Recovery,"Recovery goals defined and developed in one of the following ways:  1) minimum abundance thresholds based on intrinsic potential of historic habitat, locations and classifications of spawning areas, and abundance and productivity relationships that would result in a low (=5%) extinction risk within 100 years, and are associated with minimum productivity thresholds;  2) abundance goals developed to meet specific viability conditions as described in ESU, DPS, or regional recovery plans.",,
6912,Methow Summer Steelhead,Steelhead,2007,1000,Recovery,"Recovery goals defined and developed in one of the following ways:  1) minimum abundance thresholds based on intrinsic potential of historic habitat, locations and classifications of spawning areas, and abundance and productivity relationships that would result in a low (=5%) extinction risk within 100 years, and are associated with minimum productivity thresholds;  2) abundance goals developed to meet specific viability conditions as described in ESU, DPS, or regional recovery plans.",,
2749,Elochoman/Skamokawa Fall Chum,Chum,2010,1300,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
2750,Mill/Abernathy/Germany Creeks Fall Chum,Chum,2010,1300,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
2751,Cowlitz Summer Chum,Chum,2010,900,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
2752,Cowlitz Fall Chum,Chum,2010,900,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
2753,Kalama Fall Chum,Chum,2010,900,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
2755,Lewis Fall Chum,Chum,2010,1300,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
2756,Washougal Fall Chum,Chum,2010,1300,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
2757,Upper Gorge (Columbia) Fall Chum,Chum,2010,900,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
1770,Wenatchee Spring Chinook,Chinook,2007,2000,Recovery,"Recovery goals defined and developed in one of the following ways:  1) minimum abundance thresholds based on intrinsic potential of historic habitat, locations and classifications of spawning areas, and abundance and productivity relationships that would result in a low (=5%) extinction risk within 100 years, and are associated with minimum productivity thresholds;  2) abundance goals developed to meet specific viability conditions as described in ESU, DPS, or regional recovery plans.",,
3793,North Fork Toutle Coho,Coho,2010,1900,Recovery - Minimum Viable Target,"Viable population size guidelines developed by NOAA Fisheries defined in one of following ways: 1) population abundance large enough to a) survive normal environmental variation, b) allow compensatory processes to provide resilience to perturbation, c) maintain genetic diversity, d) provide important ecological functions, and e) not risk effects of uncertainty in status evaluations; or 2) population abundance based on population viability analysis (PVA) using particular conditions for growth rate and growth rate variance that resulted in an extinction probability equal to or less than 0.05, and represents the low end of recovery goal range (e.g., Rawson et al. 2009. Viability Criteria for the Lake Ozette sockeye salmon ESU. NOAA Tech. Memo. NMFS-NWFSC-99); or 3) population abundance that meets a minimum delisting threshold in the context of entire DPS/ESU viability criteria (e.g., Mid-Columbia steelhead & Yakima steelhead recovery plans)",,
