ESU_DPS,COMMON_POPULATION_NAME,OBJECTID_POPTable,WCR_POP_ID,TRT_POP_ID,NWFSC_POP_ID,POPULATION,TYPE,STATUS,RUN_TIMING,MIDLEVEL_GROUP,OBJECTID_DPSTable,Common species,DPS_ID,FRN,LISTING_DESCRIPTION,LISTING_STATUS,SPECIES,TRT
"Salmon, chum (Columbia River ESU)",Upper Gorge Tributaries - fall Chum salmon,79,CMCOLfaUGT,,123,Upper Gorge Tributaries,Independent,Extant,fall,Gorge,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Columbia River ESU)",Washougal River - fall Chum salmon,80,CMCOLfaWSH,,124,Washougal River,Independent,Extant,fall,Cascade,9,chum salmon,CMCOL,"79 FR 20802, Apr 14, 2014","Naturally spawned chum salmon originating from the Columbia River and its tributaries in Washington and Oregon. Also, chum salmon from two artificial propagation programs: the Grays River Program and the Washougal River Hatchery/Duncan Creek Program.",Threatened,Oncorhynchus keta,Willamette-Lower Columbia Technical Recovery Team
"Salmon, chum (Hood Canal summer-run ESU)",Hood Canal - summer chum salmon,82,CMHCSsuHCL,,126,Hood Canal,Independent,Extant,summer,,10,chum salmon,CMHCS,"79 FR 20802, Apr 14, 2014","Naturally spawned summer-run chum salmon originating from Hood Canal and its tributaries as well as from Olympic Peninsula rivers between Hood Canal and Dungeness Bay (inclusive). Also, summer-run chum salmon from four artificial propagation programs: the Hamma Hamma Fish Hatchery Program; Lilliwaup Creek Fish Hatchery Program; Tahuya River Program; and the Jimmycomelately Creek Fish Hatchery Program.",Threatened,Oncorhynchus keta,Puget Sound Technical Recovery Team
"Salmon, chum (Hood Canal summer-run ESU)",Strait of Juan de Fuca - summer chum salmon,83,CMHCSsuSJF,,127,Strait of Juan de Fuca,Independent,Extant,summer,,10,chum salmon,CMHCS,"79 FR 20802, Apr 14, 2014","Naturally spawned summer-run chum salmon originating from Hood Canal and its tributaries as well as from Olympic Peninsula rivers between Hood Canal and Dungeness Bay (inclusive). Also, summer-run chum salmon from four artificial propagation programs: the Hamma Hamma Fish Hatchery Program; Lilliwaup Creek Fish Hatchery Program; Tahuya River Program; and the Jimmycomelately Creek Fish Hatchery Program.",Threatened,Oncorhynchus keta,Puget Sound Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Cispus River - early and late Coho salmon,85,COLCRelCSP,,129,Cispus River,Independent,Extant,early and late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Coweeman River - late Coho salmon,88,COLCRltCOW,,132,Coweeman River,Independent,Extant,late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",East Fork Lewis River - early and late Coho salmon,89,COLCRelEFL,,133,East Fork Lewis River,Independent,Extant,early and late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Elochoman River - late Coho salmon,90,COLCRltELO,,134,Elochoman River,Independent,Extant,late,Coast,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Grays and Chinook Rivers - late Coho salmon,91,COLCRltGRC,,135,Grays and Chinook Rivers,Independent,Extant,late,Coast,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Kalama River - late Coho salmon,92,COLCRltKAL,,136,Kalama River,Independent,Extant,late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Lower Cowlitz River - late Coho salmon,93,COLCRltLCZ,,137,Lower Cowlitz River,Independent,Extant,late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Lower Gorge Tributaries - late Coho salmon,94,COLCRltLGT,,138,Lower Gorge Tributaries,Independent,Extant,late,Gorge,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - late Coho salmon",95,COLCRltMIL,,140,"Mill, Abernathy, and Germany Creeks",Independent,Extant,late,Coast,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",North Fork Lewis River - early and late Coho salmon,96,COLCRelNFL,,141,North Fork Lewis River,Independent,Extant,early and late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",North Fork Toutle River - early and late Coho salmon,97,COLCRelNFT,,142,North Fork Toutle River,Independent,Extant,early and late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Salmon Creek - late Coho salmon,98,COLCRltSAL,,144,Salmon Creek,Independent,Extant,late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",South Fork Toutle River - early and late Coho salmon,101,COLCRelSFT,,147,South Fork Toutle River,Independent,Extant,early and late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Tilton River - early and late Coho salmon,102,COLCRelTIL,,148,Tilton River,Independent,Extant,early and late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Upper Cowlitz River - early and late Coho salmon,103,COLCRelUCW,,149,Upper Cowlitz River,Independent,Extant,early and late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Upper Gorge Tributaries - late Coho salmon,105,COLCRltUGW,,150,Washington Upper Gorge Tributaries and White Salmon River,Independent,Extant,late,Gorge,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, coho (Lower Columbia River ESU)",Washougal River - late Coho salmon,106,COLCRltWSH,,151,Washougal River,Independent,Extant,late,Cascade,11,coho salmon,COLCR,"79 FR 20802, Apr 14, 2014","Naturally spawned coho salmon originating from the Columbia River and its tributaries downstream from the Big White Salmon and Hood Rivers (inclusive) and any such fish originating from the Willamette River and its tributaries below Willamette Falls. Also, coho salmon from 21 artificial propagation programs: the Grays River Program; Peterson Coho Project; Big Creek Hatchery Program (Oregon Department of Fish and Wildlife (ODFW) Stock #13); Astoria High School Salmon-Trout Enhancement Program (STEP) Coho Program; Warrenton High School STEP Coho Program; Cowlitz Type-N Coho Program in the Upper and Lower Cowlitz Rivers; Cowlitz Game and Anglers Coho Program; Friends of the Cowlitz Coho Program; North Fork Toutle River Hatchery Program; Kalama River Type-N Coho Program; Kalama River Type-S Coho Program; Lewis River Type-N Coho Program; Lewis River Type-S Coho Program; Fish First Wild Coho Program; Fish First Type-N Coho Program; Syverson Project Type-N Coho Program; Washougal River Type-N Coho Program; Eagle Creek National Fish Hatchery Program; Sandy Hatchery Program (ODFW Stock #11); and the Bonneville/Cascade/Oxbow Complex (ODFW Stock #14) Hatchery Program.",Threatened,Oncorhynchus kisutch,Willamette-Lower Columbia Technical Recovery Team
"Salmon, sockeye (Ozette Lake ESU)",Ozette Lake - sockeye salmon,108,SOOZTsuOZL,,214,Ozette Lake,Independent,Extant,summer,,14,sockeye salmon,SOOZT,"79 FR 20802, Apr 14, 2014","Naturally spawned sockeye salmon originating from the Ozette River and Ozette Lake and its tributaries. Also, sockeye salmon from two artificial propagation programs: the Umbrella Creek Hatchery Program; and the Big River Hatchery Program.",Threatened,Oncorhynchus nerka,Puget Sound Technical Recovery Team
Steelhead (Lower Columbia River DPS),Cispus River - winter Steelhead,115,STLCRwiCSP,,225,Cispus River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),Coweeman River - winter Steelhead,117,STLCRwiCOW,,227,Coweeman River,Independent,Extant,winter,Cascade winter,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
Steelhead (Lower Columbia River DPS),East Fork Lewis River - summer Steelhead,118,STLCRsuEFL,,228,East Fork Lewis River,Independent,Extant,summer,Cascade summer,17,steelhead,STLCR,"79 FR 20802, Apr 14, 2014",Naturally spawned anadromous O. mykiss (steelhead) originating below natural and manmade impassable barriers from rivers between the Cowlitz and Wind Rivers (inclusive) and the Willamette and Hood Rivers (inclusive); excludes such fish originating from the upper Willamette River basin above Willamette Falls. This DPS does include steelhead from seven artificial propagation programs: the Cowlitz Trout Hatchery Late Winter-run Program (Lower Cowlitz); Kalama River Wild Winter-run and Summer-run Programs; Clackamas Hatchery Late Winter-run Program (Oregon Department of Fish and Wildlife (ODFW) Stock #122); Sandy Hatchery Late Winter-run Program (ODFW Stock #11); Hood River Winter-run Program (ODFW Stock #50); and the Lewis River Wild Late-run Winter Steelhead Program.,Threatened,Oncorhynchus mykiss,Willamette-Lower Columbia Technical Recovery Team
