"ESU_DPS","ESU_DPS_COMMONNAME","MAJORPOPGROUP","COMMONPOPNAME2","COMMONNAME","RUN","WATERBODY","SPAWNINGYEAR","final_abundance","final_abundance_data_type","METHODNUMBER"
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal summer chum","Hood Canal","Strait of Juan de Fuca - summer chum salmon","Chum salmon","Summer","Strait of Juan de Fuca tributaries",2015,15664,"NOSAIJ",1
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal summer chum","Hood Canal","Strait of Juan de Fuca - summer chum salmon","Chum salmon","Summer","Strait of Juan de Fuca tributaries",2016,9076,"NOSAIJ",1
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal summer chum","Hood Canal","Strait of Juan de Fuca - summer chum salmon","Chum salmon","Summer","Strait of Juan de Fuca tributaries",2017,2113,"NOSAIJ",1
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal summer chum","Hood Canal","Strait of Juan de Fuca - summer chum salmon","Chum salmon","Summer","Strait of Juan de Fuca tributaries",2018,1567,"NOSAIJ",1
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal summer chum","Hood Canal","Strait of Juan de Fuca - summer chum salmon","Chum salmon","Summer","Strait of Juan de Fuca tributaries",2019,4830,"NOSAIJ",1
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal summer chum","Hood Canal","Strait of Juan de Fuca - summer chum salmon","Chum salmon","Summer","Strait of Juan de Fuca tributaries",2020,3933,"NOSAIJ",1
"Salmon, chum (Hood Canal summer-run ESU)","Hood Canal summer chum","Hood Canal","Strait of Juan de Fuca - summer chum salmon","Chum salmon","Summer","Strait of Juan de Fuca tributaries",2021,3812,"NOSAIJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2010,4214,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2011,3730,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2012,3070,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2013,3755,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2014,7069,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2015,1167,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2016,3237,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2017,2718,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2018,2849,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2019,3408,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2020,4766,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2021,4774,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2010,1739,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2011,1908,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2012,2661,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2013,2647,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2014,4043,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2015,519,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2016,822,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2017,1388,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2018,1858,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2019,2727,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2020,2738,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2021,4981,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified",NA,2010,709,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified",NA,2011,667,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified",NA,2012,546,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2013,774,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2014,3228,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2015,285,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2016,735,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2017,1063,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2018,1159,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2019,1766,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2020,2112,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Elochoman River - late Coho salmon","Coho salmon","Unspecified","Elochoman/Skamokawa",2021,1645,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2010,392,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2011,80,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2012,744,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2013,810,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2014,3284,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2015,223,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2016,609,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2017,251,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2018,249,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2019,570,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2020,1200,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Grays and Chinook Rivers - late Coho salmon","Coho salmon","Unspecified",NA,2021,1210,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2010,8,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2011,14,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2012,29,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2013,44,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2014,88,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2015,17,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2016,98,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2017,76,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2018,92,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2019,163,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2020,270,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Kalama River - late Coho salmon","Coho salmon","Unspecified","Kalama River",2021,183,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2010,7002,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2011,5254,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2012,4610,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2013,6424,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2014,24951,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2015,2540,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2016,4736,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2017,2807,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2018,3003,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2019,3696,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2020,4857,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Lower Cowlitz River - late Coho salmon","Coho salmon","Late (Type N)",NA,2021,6448,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2010,548,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2011,541,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2012,461,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2013,638,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2014,1272,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2015,344,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2016,821,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2017,511,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2018,587,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2019,1038,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2020,987,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho","Gorge","Lower Gorge Tributaries - late Coho salmon","Coho salmon","Early (Type S)",NA,2021,1519,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified","Mill/Abernathy/Germany",2010,1088,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified","Mill/Abernathy/Germany",2011,581,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified","Mill/Abernathy/Germany",2012,566,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2013,732,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2014,2555,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2015,665,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2016,1136,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2017,852,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2018,951,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2019,1496,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2020,1579,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Coho salmon","Unspecified",NA,2021,1411,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2010,2474,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2011,1545,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2012,1581,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2013,1318,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2014,4863,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2015,984,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2016,3372,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2017,4321,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2018,3197,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2019,5066,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2020,8173,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Lewis River",2021,4696,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Toutle River",2010,1666,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Toutle River",2011,977,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified","North Fork Toutle River",2012,1426,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2013,2906,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2014,5266,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2015,677,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2016,1628,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2017,944,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2018,953,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2019,2141,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2020,2121,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"North Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2021,2778,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified",NA,2010,2570,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified",NA,2011,1779,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified",NA,2012,1379,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2013,1834,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2014,4907,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2015,952,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2016,2261,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2017,1945,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2018,2196,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2019,2920,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2020,3016,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Salmon Creek - late Coho salmon","Coho salmon","Unspecified","Salmon Creek",2021,3077,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2010,1693,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2011,1258,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2012,1935,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2013,3290,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2014,10420,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2015,1247,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2016,2735,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2017,1190,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2018,1156,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2019,2495,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2020,2982,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"South Fork Toutle River - early and late Coho salmon","Coho salmon","Unspecified",NA,2021,3190,"NOSAEJ",1
"Salmon, coho (Lower Columbia River ESU)","Lower Columbia coho",NA,"Tilton River - early and late Coho salmon","Coho salmon","Unspecified","Tilton River",2005,1331,"NOSAEJ",1
